OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ZELEV,BUFF_DIST,ORIG_FID,DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_,CROSS_STRE,OFF_STREET,incidence,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,Shape_Leng,Shape_Area_1,OBJECTID_12,GEOID_1,total_population,B00001m1,housing_units,B00002m1,OBJECTID_2,GEOID_12,house_income,B19001m1,B19001e2,B19001m2,B19001e3,B19001m3,B19001e4,B19001m4,B19001e5,B19001m5,B19001e6,B19001m6,B19001e7,B19001m7,B19001e8,B19001m8,B19001e9,B19001m9,B19001e10,B19001m10,B19001e11,B19001m11,B19001e12,B19001m12,B19001e13,B19001m13,B19001e14,B19001m14,B19001e15,B19001m15,B19001e16,B19001m16,B19001e17,B19001m17,SHAPE_Length,SHAPE_Area
46,0,46,1,46,0,15,46,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
47,0,47,1,47,0,15,47,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
48,0,48,2,48,0,15,48,,,,,,,,,,,,5202,2,3.60E+11,Block Group 2,G5030,S,83445,0,40.6188883,-74.0384036,15000US360470052022,0.0157697,8.88E-06,3817,15000US360470052022,134,-1,80,-1,3817,15000US360470052022,804,102,60,43,38,33,39,36,26,27,32,37,10,13,8,15,12,14,50,44,102,68,88,53,96,52,70,41,48,38,45,34,80,41,94.24777961,706.8583471
49,0,49,1,49,0,15,49,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
50,0,50,2,50,0,15,50,,,,,,,,,,,,5000,1,3.60E+11,Block Group 1,G5030,S,65189,0,40.6242299,-74.0407575,15000US360470050001,0.010818014,6.94E-06,3807,15000US360470050001,73,-1,35,-1,3807,15000US360470050001,386,71,8,12,12,15,0,11,16,24,4,12,8,12,21,26,27,30,0,11,19,26,56,46,38,36,56,48,23,22,58,36,42,36,94.24777961,706.8583471
51,0,51,1,51,0,15,51,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
52,0,52,1,52,0,15,52,,,,,,,,,,,,5601,1,3.60E+11,Block Group 1,G5030,S,117261,0,40.6150045,-74.0376412,15000US360470056011,0.015338135,1.25E-05,3828,15000US360470056011,85,-1,50,-1,3828,15000US360470056011,628,98,49,48,7,12,6,9,87,49,22,20,35,46,0,11,0,11,12,19,62,42,0,11,107,56,119,67,39,45,12,20,71,55,94.24777961,706.8583471
53,0,53,1,53,0,15,53,,,,,,,,,,,,4600,1,3.60E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.08E-05,3801,15000US360470046001,203,-1,77,-1,3801,15000US360470046001,510,46,3,8,6,9,5,8,15,16,0,11,26,17,19,15,6,8,7,10,26,24,17,16,112,36,17,15,20,15,121,48,110,41,94.24777961,706.8583471
54,0,54,1,54,0,15,54,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
55,0,55,1,55,0,15,55,,,,,,,,,,,,5201,1,3.60E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42E-05,3814,15000US360470052011,175,-1,110,-1,3814,15000US360470052011,1045,68,287,89,161,60,39,28,22,20,15,19,15,17,9,15,38,38,6,9,62,35,37,27,96,55,40,42,42,32,85,55,91,42,94.24777961,706.8583471
56,0,56,1,56,0,15,56,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
57,0,57,2,57,0,15,57,,,,,,,,,,,,4600,1,3.60E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.08E-05,3801,15000US360470046001,205,-1,76,-1,3801,15000US360470046001,476,48,2,10,9,11,8,10,8,14,0,11,18,14,22,17,6,9,6,8,32,28,32,22,77,30,26,18,28,20,94,38,108,40,94.24777961,706.8583471
58,0,58,1,58,0,15,58,,,,,,,,,,,,4600,1,3.60E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.08E-05,3801,15000US360470046001,203,-1,77,-1,3801,15000US360470046001,510,46,3,8,6,9,5,8,15,16,0,11,26,17,19,15,6,8,7,10,26,24,17,16,112,36,17,15,20,15,121,48,110,41,94.24777961,706.8583471
59,0,59,1,59,0,15,59,,,,,,,,,,,,5201,1,3.60E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42E-05,3814,15000US360470052011,175,-1,110,-1,3814,15000US360470052011,1045,68,287,89,161,60,39,28,22,20,15,19,15,17,9,15,38,38,6,9,62,35,37,27,96,55,40,42,42,32,85,55,91,42,94.24777961,706.8583471
60,0,60,1,60,0,15,60,,,,,,,,,,,,5400,1,3.60E+11,Block Group 1,G5030,S,79806,0,40.6170658,-74.0382121,15000US360470054001,0.013588012,8.49E-06,3824,15000US360470054001,163,-1,97,-1,3824,15000US360470054001,871,104,59,41,55,43,32,24,44,41,36,33,8,13,16,19,15,17,35,34,69,46,95,58,108,55,86,44,96,65,51,36,66,38,94.24777961,706.8583471
61,0,61,2,61,0,15,61,,,,,,,,,,,,5000,1,3.60E+11,Block Group 1,G5030,S,65189,0,40.6242299,-74.0407575,15000US360470050001,0.010818014,6.94E-06,3807,15000US360470050001,73,-1,35,-1,3807,15000US360470050001,386,71,8,12,12,15,0,11,16,24,4,12,8,12,21,26,27,30,0,11,19,26,56,46,38,36,56,48,23,22,58,36,42,36,94.24777961,706.8583471
62,0,62,1,62,0,15,62,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
63,0,63,1,63,0,15,63,,,,,,,,,,,,5201,1,3.60E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42E-05,3814,15000US360470052011,175,-1,110,-1,3814,15000US360470052011,1045,68,287,89,161,60,39,28,22,20,15,19,15,17,9,15,38,38,6,9,62,35,37,27,96,55,40,42,42,32,85,55,91,42,94.24777961,706.8583471
64,0,64,1,64,0,15,64,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
65,0,65,1,65,0,15,65,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
66,0,66,1,66,0,15,66,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
67,0,67,1,67,0,15,67,,,,,,,,,,,,5201,1,3.60E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42E-05,3814,15000US360470052011,175,-1,110,-1,3814,15000US360470052011,1045,68,287,89,161,60,39,28,22,20,15,19,15,17,9,15,38,38,6,9,62,35,37,27,96,55,40,42,42,32,85,55,91,42,94.24777961,706.8583471
68,0,68,1,68,0,15,68,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
69,0,69,1,69,0,15,69,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
70,0,70,2,70,0,15,70,,,,,,,,,,,,5601,1,3.60E+11,Block Group 1,G5030,S,117261,0,40.6150045,-74.0376412,15000US360470056011,0.015338135,1.25E-05,3828,15000US360470056011,124,-1,74,-1,3828,15000US360470056011,750,101,54,44,31,28,19,16,66,45,29,26,22,30,8,15,8,14,24,26,66,44,48,34,108,56,102,56,68,55,32,28,68,46,94.24777961,706.8583471
71,0,71,3,71,0,15,71,,,,,,,,,,,,4600,1,3.60E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.08E-05,3801,15000US360470046001,116,-1,49,-1,3801,15000US360470046001,427,63,6,11,10,13,2,10,16,22,2,11,14,14,20,23,20,22,2,11,21,25,43,36,62,36,43,37,22,20,79,40,64,37,94.24777961,706.8583471
72,0,72,1,72,0,15,72,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
73,0,73,1,73,0,15,73,,,,,,,,,,,,5602,1,3.60E+11,Block Group 1,G5030,S,135056,0,40.6127383,-74.0357394,15000US360470056021,0.018456628,1.44E-05,3831,15000US360470056021,210,-1,122,-1,3831,15000US360470056021,877,54,67,38,46,37,27,20,39,23,37,30,69,61,22,17,56,35,24,17,49,33,110,43,99,45,89,38,40,30,21,17,82,37,94.24777961,706.8583471
74,0,74,1,74,0,15,74,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
75,0,75,2,75,0,15,75,,,,,,,,,,,,5201,1,3.60E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42E-05,3814,15000US360470052011,133,-1,74,-1,3814,15000US360470052011,716,68,147,50,93,40,20,20,11,16,8,15,12,15,8,13,46,43,3,10,34,24,56,40,56,38,44,39,38,30,84,52,57,32,94.24777961,706.8583471
76,0,76,1,76,0,15,76,,,,,,,,,,,,5602,1,3.60E+11,Block Group 1,G5030,S,135056,0,40.6127383,-74.0357394,15000US360470056021,0.018456628,1.44E-05,3831,15000US360470056021,210,-1,122,-1,3831,15000US360470056021,877,54,67,38,46,37,27,20,39,23,37,30,69,61,22,17,56,35,24,17,49,33,110,43,99,45,89,38,40,30,21,17,82,37,94.24777961,706.8583471
77,0,77,1,77,0,15,77,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
78,0,78,1,78,0,15,78,,,,,,,,,,,,4600,1,3.60E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.08E-05,3801,15000US360470046001,203,-1,77,-1,3801,15000US360470046001,510,46,3,8,6,9,5,8,15,16,0,11,26,17,19,15,6,8,7,10,26,24,17,16,112,36,17,15,20,15,121,48,110,41,94.24777961,706.8583471
79,0,79,2,79,0,15,79,,,,,,,,,,,,5601,1,3.60E+11,Block Group 1,G5030,S,117261,0,40.6150045,-74.0376412,15000US360470056011,0.015338135,1.25E-05,3828,15000US360470056011,124,-1,74,-1,3828,15000US360470056011,750,101,54,44,31,28,19,16,66,45,29,26,22,30,8,15,8,14,24,26,66,44,48,34,108,56,102,56,68,55,32,28,68,46,94.24777961,706.8583471
80,0,80,1,80,0,15,80,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
81,0,81,1,81,0,15,81,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
82,0,82,1,82,0,15,82,,,,,,,,,,,,4600,1,3.60E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.08E-05,3801,15000US360470046001,203,-1,77,-1,3801,15000US360470046001,510,46,3,8,6,9,5,8,15,16,0,11,26,17,19,15,6,8,7,10,26,24,17,16,112,36,17,15,20,15,121,48,110,41,94.24777961,706.8583471
83,0,83,1,83,0,15,83,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
84,0,84,2,84,0,15,84,,,,,,,,,,,,5202,1,3.60E+11,Block Group 1,G5030,S,49828,0,40.6199914,-74.0399197,15000US360470052021,0.010116525,5.30E-06,3816,15000US360470052021,107,-1,65,-1,3816,15000US360470052021,726,94,52,42,18,20,56,46,14,18,30,38,12,15,9,16,16,24,40,36,78,56,80,50,102,52,91,51,26,26,37,30,66,34,94.24777961,706.8583471
85,0,85,1,85,0,15,85,,,,,,,,,,,,5601,1,3.60E+11,Block Group 1,G5030,S,117261,0,40.6150045,-74.0376412,15000US360470056011,0.015338135,1.25E-05,3828,15000US360470056011,85,-1,50,-1,3828,15000US360470056011,628,98,49,48,7,12,6,9,87,49,22,20,35,46,0,11,0,11,12,19,62,42,0,11,107,56,119,67,39,45,12,20,71,55,94.24777961,706.8583471
86,0,86,1,86,0,15,86,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
87,0,87,1,87,0,15,87,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
88,0,88,2,88,0,15,88,,,,,,,,,,,,4600,1,3.60E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.08E-05,3801,15000US360470046001,205,-1,76,-1,3801,15000US360470046001,476,48,2,10,9,11,8,10,8,14,0,11,18,14,22,17,6,9,6,8,32,28,32,22,77,30,26,18,28,20,94,38,108,40,94.24777961,706.8583471
89,0,89,1,89,0,15,89,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
90,0,90,3,90,0,15,90,,,,,,,,,,,,5201,1,3.60E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42E-05,3814,15000US360470052011,130,-1,80,-1,3814,15000US360470052011,833,86,130,58,65,33,50,40,17,19,25,32,13,16,9,15,23,28,28,27,73,49,66,42,100,53,74,48,32,28,53,38,74,37,94.24777961,706.8583471
91,0,91,1,91,0,15,91,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
92,0,92,1,92,0,15,92,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
93,0,93,1,93,0,15,93,,,,,,,,,,,,5202,2,3.60E+11,Block Group 2,G5030,S,83445,0,40.6188883,-74.0384036,15000US360470052022,0.0157697,8.88E-06,3817,15000US360470052022,105,-1,62,-1,3817,15000US360470052022,736,100,62,45,20,23,46,49,8,13,29,41,12,13,0,11,8,12,66,54,135,91,80,48,83,48,53,38,0,11,39,32,95,44,94.24777961,706.8583471
94,0,94,1,94,0,15,94,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
95,0,95,1,95,0,15,95,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
96,0,96,1,96,0,15,96,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
97,0,97,1,97,0,15,97,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
98,0,98,1,98,0,15,98,,,,,,,,,,,,5201,1,3.60E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42E-05,3814,15000US360470052011,175,-1,110,-1,3814,15000US360470052011,1045,68,287,89,161,60,39,28,22,20,15,19,15,17,9,15,38,38,6,9,62,35,37,27,96,55,40,42,42,32,85,55,91,42,94.24777961,706.8583471
99,0,99,2,99,0,15,99,,,,,,,,,,,,5202,1,3.60E+11,Block Group 1,G5030,S,49828,0,40.6199914,-74.0399197,15000US360470052021,0.010116525,5.30E-06,3816,15000US360470052021,107,-1,65,-1,3816,15000US360470052021,726,94,52,42,18,20,56,46,14,18,30,38,12,15,9,16,16,24,40,36,78,56,80,50,102,52,91,51,26,26,37,30,66,34,94.24777961,706.8583471
100,0,100,2,100,0,15,100,,,,,,,,,,,,5601,1,3.60E+11,Block Group 1,G5030,S,117261,0,40.6150045,-74.0376412,15000US360470056011,0.015338135,1.25E-05,3828,15000US360470056011,148,-1,86,-1,3828,15000US360470056011,752,76,58,43,26,24,16,14,63,36,30,25,52,54,11,14,28,23,18,18,56,38,55,27,103,50,104,52,40,38,16,18,76,46,94.24777961,706.8583471
101,0,101,1,101,0,15,101,,,,,,,,,,,,3800,1,3.60E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.36E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471
102,0,102,1,102,0,15,102,,,,,,,,,,,,5202,2,3.60E+11,Block Group 2,G5030,S,83445,0,40.6188883,-74.0384036,15000US360470052022,0.0157697,8.88E-06,3817,15000US360470052022,105,-1,62,-1,3817,15000US360470052022,736,100,62,45,20,23,46,49,8,13,29,41,12,13,0,11,8,12,66,54,135,91,80,48,83,48,53,38,0,11,39,32,95,44,94.24777961,706.8583471
103,0,103,1,103,0,15,103,,,,,,,,,,,,4600,1,3.60E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.08E-05,3801,15000US360470046001,203,-1,77,-1,3801,15000US360470046001,510,46,3,8,6,9,5,8,15,16,0,11,26,17,19,15,6,8,7,10,26,24,17,16,112,36,17,15,20,15,121,48,110,41,94.24777961,706.8583471
104,0,104,1,104,0,15,104,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
105,0,105,1,105,0,15,105,,,,,,,,,,,,4600,1,3.60E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.08E-05,3801,15000US360470046001,203,-1,77,-1,3801,15000US360470046001,510,46,3,8,6,9,5,8,15,16,0,11,26,17,19,15,6,8,7,10,26,24,17,16,112,36,17,15,20,15,121,48,110,41,94.24777961,706.8583471
106,0,106,1,106,0,15,106,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
107,0,107,1,107,0,15,107,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
108,0,108,1,108,0,15,108,,,,,,,,,,,,5202,2,3.60E+11,Block Group 2,G5030,S,83445,0,40.6188883,-74.0384036,15000US360470052022,0.0157697,8.88E-06,3817,15000US360470052022,105,-1,62,-1,3817,15000US360470052022,736,100,62,45,20,23,46,49,8,13,29,41,12,13,0,11,8,12,66,54,135,91,80,48,83,48,53,38,0,11,39,32,95,44,94.24777961,706.8583471
109,0,109,1,109,0,15,109,,,,,,,,,,,,4400,1,3.60E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18E-05,3794,15000US360470044001,207,-1,74,-1,3794,15000US360470044001,441,51,0,11,12,13,12,13,0,11,0,11,10,10,24,19,7,10,5,7,38,33,47,29,42,25,35,22,37,26,67,27,105,39,94.24777961,706.8583471
110,0,110,1,110,0,15,110,,,,,,,,,,,,5601,1,3.60E+11,Block Group 1,G5030,S,117261,0,40.6150045,-74.0376412,15000US360470056011,0.015338135,1.25E-05,3828,15000US360470056011,85,-1,50,-1,3828,15000US360470056011,628,98,49,48,7,12,6,9,87,49,22,20,35,46,0,11,0,11,12,19,62,42,0,11,107,56,119,67,39,45,12,20,71,55,94.24777961,706.8583471
111,0,111,2,111,0,15,111,,,,,,,,,,,,4600,1,3.60E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.08E-05,3801,15000US360470046001,205,-1,76,-1,3801,15000US360470046001,476,48,2,10,9,11,8,10,8,14,0,11,18,14,22,17,6,9,6,8,32,28,32,22,77,30,26,18,28,20,94,38,108,40,94.24777961,706.8583471
