OBJECTID,DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_,CROSS_STRE,OFF_STREET,CONTRIBUTI,CONTRIBU_1,CONTRIBU_2,CONTRIBU_3,CONTRIBU_4,UNIQUE_KEY,VEHICLE_TY,VEHICLE__1,VEHICLE__2,VEHICLE__3,VEHICLE__4,incidence,IndexID,OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,Shape_Leng,Shape_Area_1,OBJECTID_12,GEOID_1,B00001e1,B00001m1,B00002e1,B00002m1,OBJECTID_2,GEOID_12,B19001e1,B19001m1,B19001e2,B19001m2,B19001e3,B19001m3,B19001e4,B19001m4,B19001e5,B19001m5,B19001e6,B19001m6,B19001e7,B19001m7,B19001e8,B19001m8,B19001e9,B19001m9,B19001e10,B19001m10,B19001e11,B19001m11,B19001e12,B19001m12,B19001e13,B19001m13,B19001e14,B19001m14,B19001e15,B19001m15,B19001e16,B19001m16,B19001e17,B19001m17,SHAPE_Length,SHAPE_Area,Junction_Longitude,Junction_latitude,Dist_2_Parking
3251,,,,,,,,,,,,,,,,,,,,,,,,3251,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,192,-1,51,-1,4890,15000US360470464001,350,56,30,20,22,21,23,18,25,26,20,22,10,14,6,12,20,22,18,21,36,32,43,26,18,20,32,24,24,20,10,14,13,12,94.24777961,706.8583471,-73.979538,40.6260223,81.5588684
3252,,,,,,,,,,,,,,,,,,,,,,,,3252,36,47,46800,1,3.6047E+11,Block Group 1,G5030,S,286569,0,40.6214938,-73.9807596,15000US360470468001,0.028991082,3.04985E-05,4892,15000US360470468001,272,-1,57,-1,4892,15000US360470468001,525,46,50,44,60,40,35,35,32,31,83,43,4,7,18,20,30,36,0,11,5,8,60,48,57,39,43,36,11,13,21,19,16,17,94.24777961,706.8583471,-73.97892,40.6197433,484.8261414
3253,,,,,,,,,,,,,,,,,,,,,,,,3253,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,212,-1,50,-1,4890,15000US360470464001,328,52,28,19,20,16,34,28,14,14,20,22,16,16,17,15,17,16,14,16,24,20,41,29,16,18,32,28,10,11,19,18,6,8,94.24777961,706.8583471,-73.9790802,40.6230354,270.5040588
3254,,,,,,,,,,,,,,,,,,,,,,,,3254,36,47,47800,3,3.6047E+11,Block Group 3,G5030,S,86001,0,40.6345809,-73.9795844,15000US360470478003,0.014339809,9.15449E-06,4907,15000US360470478003,152,-1,37,-1,4907,15000US360470478003,339,71,19,23,52,38,39,35,46,38,20,19,17,23,20,23,17,23,3,10,9,13,15,20,32,30,22,20,9,15,18,20,0,11,94.24777961,706.8583471,-73.9802551,40.6360817,179.4767456
3255,8/1/2017 0:00,20:15,BROOKLYN,11204,40.616707,-73.97846,"(40.616707, -73.97846)",60 STREET,BAY PARKWAY, ,Driver Inattention/Distraction,Driver Inattention/Distraction, , , ,3723578,BICYCLE,PASSENGER VEHICLE, , , ,3,39,3255,36,47,44600,2,3.6047E+11,Block Group 2,G5030,S,71043,0,40.6148545,-73.9770243,15000US360470446002,0.009391949,4.86963E-06,4863,15000US360470446002,118,-1,40,-1,4863,15000US360470446002,318,58,21,18,28,27,14,17,31,26,2,10,26,24,11,12,12,15,6,11,20,21,28,26,23,20,38,29,17,21,28,25,14,15,94.24777961,706.8583471,-73.9784546,40.6166992,559.7893677
3256,,,,,,,,,,,,,,,,,,,,,,,,3256,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,192,-1,51,-1,4890,15000US360470464001,350,56,30,20,22,21,23,18,25,26,20,22,10,14,6,12,20,22,18,21,36,32,43,26,18,20,32,24,24,20,10,14,13,12,94.24777961,706.8583471,-73.9792404,40.6263275,69.4251862
3257,,,,,,,,,,,,,,,,,,,,,,,,3257,36,47,43600,1,3.6047E+11,Block Group 1,G5030,S,58317,0,40.6125697,-73.9763022,15000US360470436001,0.004342753,8.86565E-07,4832,15000US360470436001,122,-1,48,-1,4832,15000US360470436001,629,128,60,44,56,50,24,30,26,33,38,34,9,20,24,35,16,26,0,11,49,38,109,62,98,68,38,50,18,20,46,44,18,18,94.24777961,706.8583471,-73.9780045,40.6136475,731.3260498
3258,,,,,,,,,,,,,,,,,,,,,,,,3258,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,212,-1,50,-1,4890,15000US360470464001,328,52,28,19,20,16,34,28,14,14,20,22,16,16,17,15,17,16,14,16,24,20,41,29,16,18,32,28,10,11,19,18,6,8,94.24777961,706.8583471,-73.9787827,40.623333,240.2519836
3259,,,,,,,,,,,,,,,,,,,,,,,,3259,36,47,46800,1,3.6047E+11,Block Group 1,G5030,S,286569,0,40.6214938,-73.9807596,15000US360470468001,0.028991082,3.04985E-05,4892,15000US360470468001,272,-1,57,-1,4892,15000US360470468001,525,46,50,44,60,40,35,35,32,31,83,43,4,7,18,20,30,36,0,11,5,8,60,48,57,39,43,36,11,13,21,19,16,17,94.24777961,706.8583471,-73.9784164,40.6200485,433.9594421
3260,,,,,,,,,,,,,,,,,,,,,,,,3260,36,47,46800,1,3.6047E+11,Block Group 1,G5030,S,286569,0,40.6214938,-73.9807596,15000US360470468001,0.028991082,3.04985E-05,4892,15000US360470468001,272,-1,57,-1,4892,15000US360470468001,525,46,50,44,60,40,35,35,32,31,83,43,4,7,18,20,30,36,0,11,5,8,60,48,57,39,43,36,11,13,21,19,16,17,94.24777961,706.8583471,-73.9784393,40.6203613,405.2670593
3261,,,,,,,,,,,,,,,,,,,,,,,,3261,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,192,-1,51,-1,4890,15000US360470464001,350,56,30,20,22,21,23,18,25,26,20,22,10,14,6,12,20,22,18,21,36,32,43,26,18,20,32,24,24,20,10,14,13,12,94.24777961,706.8583471,-73.9789734,40.6265869,75.8324661
3262,10/21/2013 0:00,20:40,BROOKLYN,11204,40.6329121,-73.9795576,"(40.6329121, -73.9795576)",17 AVENUE,43 STREET, ,Driver Inattention/Distraction,Unspecified, , , ,133753,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,1,657,3262,36,47,47800,2,3.6047E+11,Block Group 2,G5030,S,57845,0,40.6324439,-73.9798883,15000US360470478002,0.014870767,6.15734E-06,4906,15000US360470478002,140,-1,35,-1,4906,15000US360470478002,434,90,13,20,52,30,69,56,18,24,46,46,27,31,26,29,10,17,0,11,17,27,10,15,82,59,7,12,20,26,34,31,5,14,94.24777961,706.8583471,-73.9795456,40.6329231,123.4653854
3263,,,,,,,,,,,,,,,,,,,,,,,,3263,36,47,47400,1,3.6047E+11,Block Group 1,G5030,S,96931,0,40.6278018,-73.9807969,15000US360470474001,0.013668802,1.03169E-05,4898,15000US360470474001,191,-1,57,-1,4898,15000US360470474001,424,61,16,14,29,31,16,13,30,32,40,32,12,19,0,11,20,24,37,31,53,43,36,21,36,28,39,31,33,27,6,10,21,15,94.24777961,706.8583471,-73.9789963,40.627079,75.1178284
3264,,,,,,,,,,,,,,,,,,,,,,,,3264,36,47,47600,1,3.6047E+11,Block Group 1,G5030,S,65966,0,40.6289871,-73.9782011,15000US360470476001,0.011563823,7.02138E-06,4900,15000US360470476001,81,-1,21,-1,4900,15000US360470476001,267,96,0,11,0,11,28,36,23,36,0,11,45,44,0,11,21,38,8,13,64,58,6,10,37,40,35,37,0,11,0,11,0,11,94.24777961,706.8583471,-73.978981,40.6289177,199.8794708
3265,7/15/2015 0:00,16:27,BROOKLYN,11204,40.6298598,-73.9790361,"(40.6298598, -73.9790361)",18 AVENUE,46 STREET, ,Unspecified,Unspecified, , , ,3258735,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,1,384,3265,36,47,47600,1,3.6047E+11,Block Group 1,G5030,S,65966,0,40.6289871,-73.9782011,15000US360470476001,0.011563823,7.02138E-06,4900,15000US360470476001,84,-1,20,-1,4900,15000US360470476001,258,87,14,20,8,14,18,26,19,26,12,24,32,38,14,22,19,33,4,12,32,34,3,10,28,35,24,26,11,22,11,23,8,12,94.24777961,706.8583471,-73.9790497,40.6298485,139.5420532
3266,10/1/2015 0:00,18:15,BROOKLYN,11204,40.6172885,-73.9778514,"(40.6172885, -73.9778514)",59 STREET,BAY PARKWAY, ,Unspecified,Unspecified, , , ,3307441,UNKNOWN,BICYCLE, , , ,3,329,3266,36,47,44800,1,3.6047E+11,Block Group 1,G5030,S,147753,0,40.6178962,-73.9745519,15000US360470448001,0.01848864,1.10545E-05,4866,15000US360470448001,90,-1,28,-1,4866,15000US360470448001,247,57,27,25,16,21,5,10,20,23,8,15,9,18,9,12,11,16,5,10,13,19,35,32,14,18,29,28,11,15,20,20,15,18,94.24777961,706.8583471,-73.9778366,40.6172752,604.8632202
3267,,,,,,,,,,,,,,,,,,,,,,,,3267,36,47,46800,1,3.6047E+11,Block Group 1,G5030,S,286569,0,40.6214938,-73.9807596,15000US360470468001,0.028991082,3.04985E-05,4892,15000US360470468001,171,-1,41,-1,4892,15000US360470468001,394,57,40,34,41,33,18,23,20,22,42,27,16,19,9,16,20,25,6,12,2,10,50,46,44,34,42,34,16,20,21,22,11,13,94.24777961,706.8583471,-73.9779205,40.6182327,601.4004517
3268,,,,,,,,,,,,,,,,,,,,,,,,3268,36,47,46800,1,3.6047E+11,Block Group 1,G5030,S,286569,0,40.6214938,-73.9807596,15000US360470468001,0.028991082,3.04985E-05,4892,15000US360470468001,272,-1,57,-1,4892,15000US360470468001,525,46,50,44,60,40,35,35,32,31,83,43,4,7,18,20,30,36,0,11,5,8,60,48,57,39,43,36,11,13,21,19,16,17,94.24777961,706.8583471,-73.9780426,40.6205826,366.4564514
3269,,,,,,,,,,,,,,,,,,,,,,,,3269,36,47,43600,1,3.6047E+11,Block Group 1,G5030,S,58317,0,40.6125697,-73.9763022,15000US360470436001,0.004342753,8.86565E-07,4832,15000US360470436001,135,-1,50,-1,4832,15000US360470436001,554,104,44,33,50,43,26,29,33,34,27,25,23,24,21,27,12,20,3,11,46,35,74,44,74,51,42,43,19,21,42,38,18,18,94.24777961,706.8583471,-73.9774094,40.6142197,739.5819702
3270,,,,,,,,,,,,,,,,,,,,,,,,3270,36,47,48600,3,3.6047E+11,Block Group 3,G5030,S,68945,0,40.6390719,-73.9792704,15000US360470486003,0.006636891,2.09738E-06,4924,15000US360470486003,144,-1,39,-1,4924,15000US360470486003,257,52,31,28,16,17,20,21,56,32,24,19,10,15,10,18,6,14,6,8,10,12,14,16,20,18,15,14,2,9,18,18,0,11,94.24777961,706.8583471,-73.9795609,40.6378174,70.3781128
3271,,,,,,,,,,,,,,,,,,,,,,,,3271,36,47,48600,3,3.6047E+11,Block Group 3,G5030,S,68945,0,40.6390719,-73.9792704,15000US360470486003,0.006636891,2.09738E-06,4924,15000US360470486003,144,-1,39,-1,4924,15000US360470486003,257,52,31,28,16,17,20,21,56,32,24,19,10,15,10,18,6,14,6,8,10,12,14,16,20,18,15,14,2,9,18,18,0,11,94.24777961,706.8583471,-73.9794922,40.637394,87.3548813
3272,,,,,,,,,,,,,,,,,,,,,,,,3272,36,47,46800,1,3.6047E+11,Block Group 1,G5030,S,286569,0,40.6214938,-73.9807596,15000US360470468001,0.028991082,3.04985E-05,4892,15000US360470468001,272,-1,57,-1,4892,15000US360470468001,525,46,50,44,60,40,35,35,32,31,83,43,4,7,18,20,30,36,0,11,5,8,60,48,57,39,43,36,11,13,21,19,16,17,94.24777961,706.8583471,-73.9779282,40.6205292,367.1224365
3273,,,,,,,,,,,,,,,,,,,,,,,,3273,36,47,46800,1,3.6047E+11,Block Group 1,G5030,S,286569,0,40.6214938,-73.9807596,15000US360470468001,0.028991082,3.04985E-05,4892,15000US360470468001,272,-1,57,-1,4892,15000US360470468001,525,46,50,44,60,40,35,35,32,31,83,43,4,7,18,20,30,36,0,11,5,8,60,48,57,39,43,36,11,13,21,19,16,17,94.24777961,706.8583471,-73.9779434,40.620842,337.4335632
3274,,,,,,,,,,,,,,,,,,,,,,,,3274,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,212,-1,50,-1,4890,15000US360470464001,328,52,28,19,20,16,34,28,14,14,20,22,16,16,17,15,17,16,14,16,24,20,41,29,16,18,32,28,10,11,19,18,6,8,94.24777961,706.8583471,-73.9782028,40.6238861,193.6920776
3275,11/3/2014 0:00,18:04,BROOKLYN,11218,40.6369332,-73.979387,"(40.6369332, -73.979387)",DAHILL ROAD,16 AVENUE, ,Unspecified,Unspecified, , , ,2817944,PASSENGER VEHICLE,BICYCLE, , , ,1,489,3275,36,47,47800,3,3.6047E+11,Block Group 3,G5030,S,86001,0,40.6345809,-73.9795844,15000US360470478003,0.014339809,9.15449E-06,4907,15000US360470478003,155,-1,38,-1,4907,15000US360470478003,304,63,26,28,38,26,29,30,50,34,30,24,12,20,16,20,10,17,4,9,9,12,13,16,32,29,12,14,5,12,17,19,0,11,94.24777961,706.8583471,-73.9793854,40.6369133,126.2601242
3276,,,,,,,,,,,,,,,,,,,,,,,,3276,36,47,47800,3,3.6047E+11,Block Group 3,G5030,S,86001,0,40.6345809,-73.9795844,15000US360470478003,0.014339809,9.15449E-06,4907,15000US360470478003,151,-1,36,-1,4907,15000US360470478003,327,66,24,27,46,29,32,33,50,35,40,30,12,20,13,18,16,20,2,9,12,14,15,18,32,30,4,8,8,13,23,24,0,11,94.24777961,706.8583471,-73.9793015,40.6364326,172.0487976
3277,1/18/2017 0:00,10:16,BROOKLYN,11204,40.633476,-73.97898,"(40.633476, -73.97898)",17 AVENUE,42 STREET, ,Unsafe Speed,Unspecified, , , ,3601978,PASSENGER VEHICLE,BICYCLE, , , ,4,147,3277,36,47,47800,2,3.6047E+11,Block Group 2,G5030,S,57845,0,40.6324439,-73.9798883,15000US360470478002,0.014870767,6.15734E-06,4906,15000US360470478002,140,-1,35,-1,4906,15000US360470478002,434,90,13,20,52,30,69,56,18,24,46,46,27,31,26,29,10,17,0,11,17,27,10,15,82,59,7,12,20,26,34,31,5,14,94.24777961,706.8583471,-73.978981,40.6334686,96.8215561
3278,,,,,,,,,,,,,,,,,,,,,,,,3278,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,192,-1,51,-1,4890,15000US360470464001,350,56,30,20,22,21,23,18,25,26,20,22,10,14,6,12,20,22,18,21,36,32,43,26,18,20,32,24,24,20,10,14,13,12,94.24777961,706.8583471,-73.9783936,40.6271362,125.9637146
3279,1/13/2017 0:00,14:10,BROOKLYN,11218,40.63544,-73.9791136,"(40.63544, -73.9791136)",40 STREET,DAHILL ROAD, ,Failure to Yield Right-of-Way,Unspecified, , , ,3598099,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,3,150,3279,36,47,47800,3,3.6047E+11,Block Group 3,G5030,S,86001,0,40.6345809,-73.9795844,15000US360470478003,0.014339809,9.15449E-06,4907,15000US360470478003,151,-1,36,-1,4907,15000US360470478003,327,66,24,27,46,29,32,33,50,35,40,30,12,20,13,18,16,20,2,9,12,14,15,18,32,30,4,8,8,13,23,24,0,11,94.24777961,706.8583471,-73.9790878,40.6354408,104.34832
3280,,,,,,,,,,,,,,,,,,,,,,,,3280,36,47,44800,1,3.6047E+11,Block Group 1,G5030,S,147753,0,40.6178962,-73.9745519,15000US360470448001,0.01848864,1.10545E-05,4866,15000US360470448001,140,-1,35,-1,4866,15000US360470448001,326,56,36,34,27,26,13,17,19,23,35,25,10,16,9,14,13,20,5,10,8,14,42,39,29,27,35,31,12,15,18,18,15,17,94.24777961,706.8583471,-73.977417,40.6178131,638.380188
3281,,,,,,,,,,,,,,,,,,,,,,,,3281,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,212,-1,50,-1,4890,15000US360470464001,328,52,28,19,20,16,34,28,14,14,20,22,16,16,17,15,17,16,14,16,24,20,41,29,16,18,32,28,10,11,19,18,6,8,94.24777961,706.8583471,-73.9780273,40.624691,212.8607025
3282,,,,,,,,,,,,,,,,,,,,,,,,3282,36,47,46800,1,3.6047E+11,Block Group 1,G5030,S,286569,0,40.6214938,-73.9807596,15000US360470468001,0.028991082,3.04985E-05,4892,15000US360470468001,272,-1,57,-1,4892,15000US360470468001,525,46,50,44,60,40,35,35,32,31,83,43,4,7,18,20,30,36,0,11,5,8,60,48,57,39,43,36,11,13,21,19,16,17,94.24777961,706.8583471,-73.9774857,40.618885,523.8121948
3283,12/7/2016 0:00,23:12,BROOKLYN,11218,40.634353,-73.978905,"(40.634353, -73.978905)",DAHILL ROAD,41 STREET, ,Backing Unsafely,Unspecified, , , ,3575629,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,3,164,3283,36,47,47800,3,3.6047E+11,Block Group 3,G5030,S,86001,0,40.6345809,-73.9795844,15000US360470478003,0.014339809,9.15449E-06,4907,15000US360470478003,176,-1,36,-1,4907,15000US360470478003,398,86,17,27,81,44,48,49,37,36,42,34,17,29,26,26,20,23,0,11,8,13,10,15,56,50,7,12,12,19,17,19,0,11,94.24777961,706.8583471,-73.9788895,40.6343346,130.7898102
3284,,,,,,,,,,,,,,,,,,,,,,,,3284,36,47,47800,2,3.6047E+11,Block Group 2,G5030,S,57845,0,40.6324439,-73.9798883,15000US360470478002,0.014870767,6.15734E-06,4906,15000US360470478002,140,-1,35,-1,4906,15000US360470478002,434,90,13,20,52,30,69,56,18,24,46,46,27,31,26,29,10,17,0,11,17,27,10,15,82,59,7,12,20,26,34,31,5,14,94.24777961,706.8583471,-73.9787598,40.6336784,99.6016464
3285,,,,,,,,,,,,,,,,,,,,,,,,3285,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,212,-1,50,-1,4890,15000US360470464001,328,52,28,19,20,16,34,28,14,14,20,22,16,16,17,15,17,16,14,16,24,20,41,29,16,18,32,28,10,11,19,18,6,8,94.24777961,706.8583471,-73.9778824,40.6241875,175.8145294
3286,9/8/2015 0:00,15:20,BROOKLYN,11218,40.6333237,-73.9787036,"(40.6333237, -73.9787036)",DAHILL ROAD,42 STREET, ,Fatigued/Drowsy,Unspecified, , , ,3292291,VAN,BICYCLE, , , ,1,348,3286,36,47,47800,2,3.6047E+11,Block Group 2,G5030,S,57845,0,40.6324439,-73.9798883,15000US360470478002,0.014870767,6.15734E-06,4906,15000US360470478002,140,-1,35,-1,4906,15000US360470478002,434,90,13,20,52,30,69,56,18,24,46,46,27,31,26,29,10,17,0,11,17,27,10,15,82,59,7,12,20,26,34,31,5,14,94.24777961,706.8583471,-73.9786911,40.6332779,64.2870712
3287,1/8/2015 0:00,10:00,BROOKLYN,11218,40.6330437,-73.9786496,"(40.6330437, -73.9786496)",DAHILL ROAD,AVENUE F, ,Failure to Yield Right-of-Way,Unspecified, , , ,3149481,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,1,461,3287,36,47,47800,1,3.6047E+11,Block Group 1,G5030,S,77374,0,40.6327976,-73.9773273,15000US360470478001,0.014229099,8.23595E-06,4905,15000US360470478001,120,-1,32,-1,4905,15000US360470478001,375,84,36,29,34,24,60,49,12,19,31,34,25,29,20,23,16,23,0,11,13,21,11,16,54,43,15,23,13,21,30,30,3,13,94.24777961,706.8583471,-73.9786377,40.6330376,48.8045235
3288,,,,,,,,,,,,,,,,,,,,,,,,3288,36,47,47600,1,3.6047E+11,Block Group 1,G5030,S,65966,0,40.6289871,-73.9782011,15000US360470476001,0.011563823,7.02138E-06,4900,15000US360470476001,81,-1,21,-1,4900,15000US360470476001,267,96,0,11,0,11,28,36,23,36,0,11,45,44,0,11,21,38,8,13,64,58,6,10,37,40,35,37,0,11,0,11,0,11,94.24777961,706.8583471,-73.9781723,40.6284485,214.4777527
3289,11/19/2014 0:00,15:10,BROOKLYN,11204,40.6274552,-73.9780678,"(40.6274552, -73.9780678)",19 AVENUE,48 STREET, ,Unspecified,Unspecified, , , ,2826287,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,2,478,3289,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,155,-1,41,-1,4890,15000US360470464001,322,70,20,17,14,18,25,24,24,29,13,18,22,24,4,12,21,27,15,18,45,40,31,20,24,26,33,28,16,17,7,13,9,11,94.24777961,706.8583471,-73.9780731,40.627449,163.4019623
3290,10/20/2013 0:00,21:22,BROOKLYN,11218,40.6322999,-73.9785165,"(40.6322999, -73.9785165)",43 STREET,DAHILL ROAD, ,Failure to Yield Right-of-Way,Unspecified, , , ,133738,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,2,658,3290,36,47,47800,1,3.6047E+11,Block Group 1,G5030,S,77374,0,40.6327976,-73.9773273,15000US360470478001,0.014229099,8.23595E-06,4905,15000US360470478001,92,-1,30,-1,4905,15000US360470478001,364,83,46,30,11,14,66,50,0,11,25,34,30,30,17,22,14,22,0,11,16,25,11,17,54,40,19,29,14,22,36,36,5,14,94.24777961,706.8583471,-73.9785004,40.6322937,66.6670227
3291,,,,,,,,,,,,,,,,,,,,,,,,3291,36,47,46800,1,3.6047E+11,Block Group 1,G5030,S,286569,0,40.6214938,-73.9807596,15000US360470468001,0.028991082,3.04985E-05,4892,15000US360470468001,272,-1,57,-1,4892,15000US360470468001,525,46,50,44,60,40,35,35,32,31,83,43,4,7,18,20,30,36,0,11,5,8,60,48,57,39,43,36,11,13,21,19,16,17,94.24777961,706.8583471,-73.9774323,40.6209908,301.9586487
3292,,,,,,,,,,,,,,,,,,,,,,,,3292,36,47,44600,2,3.6047E+11,Block Group 2,G5030,S,71043,0,40.6148545,-73.9770243,15000US360470446002,0.009391949,4.86963E-06,4863,15000US360470446002,163,-1,56,-1,4863,15000US360470446002,403,56,11,12,38,30,30,27,49,36,5,7,52,30,14,11,4,8,8,11,39,29,5,7,26,18,48,29,21,23,34,25,19,16,94.24777961,706.8583471,-73.9768295,40.6147766,755.7130737
3293,,,,,,,,,,,,,,,,,,,,,,,,3293,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,199,-1,46,-1,4890,15000US360470464001,350,50,42,31,32,23,27,26,22,21,32,25,8,12,18,21,17,22,2,10,16,18,40,30,28,22,30,25,8,13,16,18,12,13,94.24777961,706.8583471,-73.977417,40.6213303,268.0198975
3294,8/21/2017 0:00,0:15,BROOKLYN,11218,40.631275,-73.97832,"(40.631275, -73.97832)",44 STREET,DAHILL ROAD, ,Unspecified, , , , ,3734996,BICYCLE, , , , ,3,22,3294,36,47,47800,1,3.6047E+11,Block Group 1,G5030,S,77374,0,40.6327976,-73.9773273,15000US360470478001,0.014229099,8.23595E-06,4905,15000US360470478001,92,-1,30,-1,4905,15000US360470478001,364,83,46,30,11,14,66,50,0,11,25,34,30,30,17,22,14,22,0,11,16,25,11,17,54,40,19,29,14,22,36,36,5,14,94.24777961,706.8583471,-73.978302,40.631237,104.5819473
3295,,,,,,,,,,,,,,,,,,,,,,,,3295,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,212,-1,50,-1,4890,15000US360470464001,328,52,28,19,20,16,34,28,14,14,20,22,16,16,17,15,17,16,14,16,24,20,41,29,16,18,32,28,10,11,19,18,6,8,94.24777961,706.8583471,-73.9776154,40.6244392,168.3175354
3296,2/8/2017 0:00,21:33,BROOKLYN,11204,40.630283,-73.97816,"(40.630283, -73.97816)",18 AVENUE,45 STREET, ,Unspecified,Unspecified, , , ,3614099,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,1,141,3296,36,47,47800,1,3.6047E+11,Block Group 1,G5030,S,77374,0,40.6327976,-73.9773273,15000US360470478001,0.014229099,8.23595E-06,4905,15000US360470478001,88,-1,25,-1,4905,15000US360470478001,311,85,30,25,9,14,42,38,10,19,18,29,31,34,16,22,17,28,2,12,24,30,7,14,41,37,22,28,12,22,24,30,6,13,94.24777961,706.8583471,-73.9781494,40.6302757,51.2592468
3297,,,,,,,,,,,,,,,,,,,,,,,,3297,36,47,44800,1,3.6047E+11,Block Group 1,G5030,S,147753,0,40.6178962,-73.9745519,15000US360470448001,0.01848864,1.10545E-05,4866,15000US360470448001,176,-1,40,-1,4866,15000US360470448001,356,50,40,39,30,26,19,20,24,28,53,32,2,9,13,15,15,24,2,9,12,15,43,37,28,25,32,30,8,10,16,15,20,21,94.24777961,706.8583471,-73.9768982,40.6185493,549.2141724
3298,,,,,,,,,,,,,,,,,,,,,,,,3298,36,47,47600,1,3.6047E+11,Block Group 1,G5030,S,65966,0,40.6289871,-73.9782011,15000US360470476001,0.011563823,7.02138E-06,4900,15000US360470476001,81,-1,21,-1,4900,15000US360470476001,267,96,0,11,0,11,28,36,23,36,0,11,45,44,0,11,21,38,8,13,64,58,6,10,37,40,35,37,0,11,0,11,0,11,94.24777961,706.8583471,-73.9777451,40.6281586,227.9581451
3299,,,,,,,,,,,,,,,,,,,,,,,,3299,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,136,-1,33,-1,4890,15000US360470464001,271,74,22,18,7,11,29,30,22,28,0,11,27,27,6,12,21,29,4,12,42,39,28,20,18,26,30,26,7,12,7,14,2,10,94.24777961,706.8583471,-73.9776917,40.6278076,209.9754486
3300,,,,,,,,,,,,,,,,,,,,,,,,3300,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,162,-1,40,-1,4890,15000US360470464001,262,52,38,25,18,14,23,22,16,16,7,16,10,14,18,21,10,16,2,9,22,23,30,20,13,14,24,20,7,12,13,17,10,10,94.24777961,706.8583471,-73.9769516,40.6214485,238.3916168
3301,,,,,,,,,,,,,,,,,,,,,,,,3301,36,47,46400,1,3.6047E+11,Block Group 1,G5030,S,112568,0,40.624729,-73.977794,15000US360470464001,0.019652219,1.19806E-05,4890,15000US360470464001,136,-1,33,-1,4890,15000US360470464001,271,74,22,18,7,11,29,30,22,28,0,11,27,27,6,12,21,29,4,12,42,39,28,20,18,26,30,26,7,12,7,14,2,10,94.24777961,706.8583471,-73.9774857,40.6279755,220.473877
3302,,,,,,,,,,,,,,,,,,,,,,,,3302,36,47,46800,1,3.6047E+11,Block Group 1,G5030,S,286569,0,40.6214938,-73.9807596,15000US360470468001,0.028991082,3.04985E-05,4892,15000US360470468001,272,-1,57,-1,4892,15000US360470468001,525,46,50,44,60,40,35,35,32,31,83,43,4,7,18,20,30,36,0,11,5,8,60,48,57,39,43,36,11,13,21,19,16,17,94.24777961,706.8583471,-73.9766693,40.6192093,473.6510925
